;;;;;;Series;Repackaged / Renumbered / Relaunched Sets 2014;;;;;;;;;;;;;;;;;;;;;;;;;;New Sets 2014 and early 2015;;;;;;;;;;;;;;;;;;;;;;New Brand Image, from mid 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;New Sets 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Set Number;6024196;6024655;6023644;6023647;6023896;6023648;6023897;6024139;6024683;6024748;6024749;6023566;6024603;6023638;6023890;6023639;6023684;6023686;6023688;6023892;6024526;6024598;6024853;6024855;6024464;6024133;6023958;6023590;6023640;6023682;6024820;6024594;6024785;6024788;6024790;6024794;6024796;6024798;6024802;6024805;6024807;6024809;6024811;6024822.1;6024822.2;6024822.3;6024822.4;6024828;14302;14303;14309;15101;15102;15103;15104;15105;15106;15107;15201a;15201b;15201c;15201d;15201e;15202;15203;15204;15205;15206;15207;15301;15302;15303;15304;15305;15306;15308;15309;15310;15401;15402;15403;16102;16103;16104;16105;16107;16108;16201;16202;16203;16204;16205;16207;16208;16209;16210;16211;16212;16214;16215;16301;16303;16304;16305(1);16305(2);16307;16308;16309;16310;16401;16402;16403;16404;16405
;;;;;;Set Name;3 Mod.;5 Mod.;10 Mod.;15 Mod.;15 Mod.;20 Mod.;20 Mod.;25 Mod.;35 Mod.;40 Mod.;50 Mod.;50 Mod.;Radio;Mini;Mini;Motor;4 x 4;Tow;Crane;Excavator;Eiffel;Empire;Big Ben;Capitol;100th;Super;25 Mod.;RC Rally;Excavator;Quad;RC Race;Pirate;Jun. Front;Junior;Junior;Jun. Easy;J. Advan.;J. 100 Pc;J. 150 Pc;Rescue Fi;Construc.;Flight;Off Road;Starter;Starter;Starter;Starter;Tower;Racer;Autocross;Pirate;Jun. Easy;J. Advan.;J. 100 Pc;J. 150 Pc;Jun. Front;Junior;Junior;Starter;Starter;Starter;Starter;Starter;Rescue;Construc.;Flight;Space;Desert;Mountain;Canyon ;Tactical;Race;Tower;Eiffel;Empire;Tower;Thunder;Outdoor;Mecanoid;Mecanoid;Expans.;J. Mighty;J. Truck.;J. Pull Bk.;Insect;Police;Rescue;Starter;Starter;Starter;St. Pocket;Insects;Serengeti;Race Cars;Dinosaurs;Off-Road;Aerial;4X4 Off-;Super;4X4 Off-;Excavator;Roadster;Meccasaur;Ducati;Boeing;Lamborg.;Lamborg.;Ferrari;LaFerrari;Micronoid;Meccanoid;Meccanoid;Micronoid;Micronoid
;;;;;;;Set;Set;Set;Set;Set;Set;Set;Set;Set;Set;Set;Set;Cont. Pro;Loader;Loader;cycle;;Truck;Truck;;Tower;State Bld.;;Hill;Anniv. St;Construc.;Set;Car;;(green);Car;Ship;Loader;Airplane;Race Car;Toolbox;Toolbox;Bucket;Bucket;re Truck;Loader;Jet;;Hot Rod;Tractor;Dirt Bike;Drone;Bridge;Quad;RC;Ship;Toolbox;Toolbox;Bucket;Bucket;Loader;Airplane;Race Car;Race Car;Mtrcycle;Drone;ATV;Chopper;Squad;Crew;Advent.;Quest;Advent.;Rally;Crawler;Copter;Car;Bridge;Tower;State Bld.;Crane;bird 2;Advent.;G15;G15KS;Pack;Cycles;Tractor;Race Car;Mania;Station;Fire Truck;Scooter;Jet;Helicopt.;Bike;;Safari;;;Rally;Rescue;Road Trk;Const. Set;Road Trk;;RC;;Monster;Dreamlnr;Aventador;Huracan;488 Spider;;Socket;2.0;XL 2.0;Basher;Switch
133;;A366;bk;sp;"Corner Bracket, 1 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;a;A133;;zn;"Corner Bracket, 1 """;;;;2;;;;;;;2;2;;;2;2;2;;2;;2;;;4;;;;2;;2;;;;;;;;;;;;;;;;;;2;4;;;;;;;;;;;;;2;;;;;;;;;;;;4;;;2;;;;;;;;;;;;;;;;;2;;;;;;;;;4;;2;;2;;;;;;;;
133;a;A133;bkf;sp;"Corner Bracket, 1 """;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;a;A133;yl;sp;"Corner Bracket, 1 """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;
133;b;A367;;zn;"Corner Bracket, 1 "" x 1 1/2""";;;;;;;;;;;;3;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;;;2;;;2;;;;;2;;2;;;;;;;;
133;c;A233;;zn;"Obtuse Corner Bracket, 1 "" x 1 1/2""";;4;6;;3;3;2;2;2;10;4;4;8;;;;;;;;;;;;;12;12;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;;;;;;;;;6;;;;;;;;;;;;;;;;;;8;2;4;12;4;;;4;;;;;;;;;;;
133;c;A233;bk;sp;"Obtuse Corner Bracket, 1 "" x 1 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;c;A233;blcl;sp;"Obtuse Corner Bracket, 1 "" x 1 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;;A371;;zn;Wheel Flange;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
142;f;A381;bk;rb;Tractor Tyre diam. 25 mm, ext. 36 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;2;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;
142;g;A382;bk;rb;Tractor Tyre diam. 12 mm, ext. 28 mm;;;;;;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2;;;2;2
142;j;A384;bk;rb;Aero Tyre diam. 15mm, ext. 22mm W.10mm;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;4;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;
142;k;A342;bk;rb;Bike Tyre diam. 25mm, ext.35mm W.13 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;l;A242;bk;rb;Aero Tyre diam. 9mm, ext.15mm W. 8mm;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;
142;m;A385;bk;rb;Kart Tyre diam. 9mm, ext.17mm W.14 mm ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;p;A388;bk;rb;Tyre for 187b, 50 mm diam., 16 mm width;;;2;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;r;A142;bk;rb;Tyre for 187c, 54 mm diam., 25 mm width;;;;;2;2;4;4;;;;;4;;;;;;;;;;;;;4;4;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;
144;c;A444;bk;pl;Driving Dog Triangular Hole;;;;;;;;;;;;;;;;;;1;1;2;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;4;2;4;;;;;;2;;;;;;;;
144;c;A444;gy;pl;Driving Dog Triangular Hole;;;;;3;3;;;2;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;c;A444;or;pl;Driving Dog Triangular Hole;;;;;;;;;;3;4;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;c;A444;rd;pl;Driving Dog Triangular Hole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;
147;d;A247;;zn;"Pivot Bolt, 15 mm (37/64""), hex socket head";;4;2;;1;1;;;8;6;2;2;4;;2;2;1;2;4;10;2;;;;;13;13;3;;2;2;2;2;;;;;;;;;;3;4;4;1;2;;;2;2;2;;;;;;;;4;2;;4;1;;;3;;;;4;1;2;;;;4;;4;4;36;1;;;;;;;3;;2;1;;6;2;8;4;3;4;13;5;6;4;25;7;2;11;6;4;12;;4;38;2;8
147;d;A247;bk;bkq;"Pivot Bolt, 15 mm (37/64""), hex socket head, black";;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;5;5;4;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;f;A447;;zn;"Pivot Bolt, 19 mm (3/4""), hex socket head";;1;;;;;4;4;2;;;;;;6;6;;1;;4;;;;;;;;2;;;1;;;;;;;;;;1;;1;;;2;2;;;1;;;;;;;;;;;2;;;;1;;1;;2;9;;2;1;;;;;4;13;;;;;;;;;;;;3;3;3;2;2;4;2;2;;;;6;2;10;2;;13;6;2;3;12;;;8;10
147;f;A447;bk;bkq;"Pivot Bolt, 19 mm (3/4""), hex socket head, black";;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;g;A347;;zn;"Pivot Bolt, 23 mm (29/32""), hex socket head";;;2;;;;2;2;;2;5;5;;;;;;;3;6;;;;;;6;6;1;2;;1;;;;;;;;;;;;;;;3;2;;;1;;;;;;;;;;;2;;;;;;;;4;2;;7;2;;4;;;1;6;;8;;;;;;;;1;;;1;;4;;2;2;1;4;6;4;3;;1;5;;2;;4;5;;;;;
147;g;A347;bk;bkq;"Pivot Bolt, 23 mm (29/32""), hex socket head, black";;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;a;A399;;zn;"Corner Angle Bracket, 1/2"", right hand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
154;b;A431;;zn;"Corner Angle Bracket, 1/2"", left hand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
155;;A443;bk;rb;Rubber Ring for 25 mm Pulley;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;
160;g;A160;gycl;sp;Gearbox casing, 38 x 38 x  38 mm;;;;;;;;;;1;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;;A455;;zn;"Girder Bracket, 2"" x 1"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;6;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;
161;;A455;al;sp;"Girder Bracket, 2"" x 1"" x 1/2""";;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;;A163;;zn;"Sleeve Piece, 1 1/2"" long x 11/16"" diam.";;;;;2;2;;;;;2;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;
163;;A163;yl;sp;"Sleeve Piece, 1 1/2"" long x 11/16"" diam.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;a;A177;bk;rb;Flexible Seat Plastic;;;;;;;;;2;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;
186;a;A186;bk;rb;"Driving Band, 6"" Light";;;;;;;;;;1;2;;2;;;;;;;;;;;;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;
186;b;A494;bk;rb;"Driving Band, 10"" Light";;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;g;A695;gy;rb;Driving Band, 65mm, light;;;;;1;1;;;1;;;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;h;A696;yl;rb;Driving Band, 150mm, light;;;;;2;2;;;2;;;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;b;A587;gys;pl;Wheel, plastic, 38 mm diam., 13 mm width;;;2;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;c;A187;bk;pl;Wide Wheel Geared, plastic, 46 mm d., 25 mm w.;;;;4;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;c;A187;bl;pl;Wide Wheel Geared, plastic, 46 mm d., 25 mm w.;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;c;A187;gd;pl;Wide Wheel Geared, plastic, 46 mm d., 25 mm w.;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;c;A187;gy;pl;Wide Wheel Geared, plastic, 46 mm d., 25 mm w.;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;c;A187;gyd;pl;Wide Wheel Geared, plastic, 46 mm d., 25 mm w.;;;;;;;;;4;;;;;;;;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;
187;c;A187;gys;pl;Wide Wheel Geared, plastic, 46 mm d., 25 mm w.;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;c;A187;pr;pl;Wide Wheel Geared, plastic, 46 mm d., 25 mm w.;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;c;A187;rd;pl;Wide Wheel Geared, plastic, 46 mm d., 25 mm w.;;;;;;;;;;4;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;k;A502;bk;rb;Wheel Diam. Tread, 25 mm diam., W. 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;4;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;;A520;al;sp;"Flexible Plate, 2 1/2"" x 1 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;;A520;be;sp;"Flexible Plate, 2 1/2"" x 1 1/2 """;;;;;;;;;;;;;;;;;;;;;;;10;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;;A520;gr;sp;"Flexible Plate, 2 1/2"" x 1 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;;A520;gyml;sm;"Flexible Plate, 2 1/2"" x 1 1/2 """;;;;;;;;;;;;;;;;;;;;;;;12;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;;A520;or;sm;"Flexible Plate, 2 1/2"" x 1 1/2 """;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;;A520;yl;sm;"Flexible Plate, 2 1/2"" x 1 1/2 """;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;;A522;al;sp;"Flexible Plate, 5 1/2"" x 1 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;;A522;bnd;sm;"Flexible Plate, 5 1/2"" x 1 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;;A522;cm;sm;"Flexible Plate, 5 1/2"" x 1 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;;A522;gyml;sp;"Flexible Plate, 5 1/2"" x 1 1/2 """;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;;A533;be;sp;"Flexible Plate, 2 1/2"" x 2 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;;A533;bl;sp;"Flexible Plate, 2 1/2"" x 2 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;;A533;cm;sp;"Flexible Plate, 2 1/2"" x 2 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;a;A534;cm;sp;"Flexible Plate, 3 1/2"" x 2 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;a;A534;gr;sm;"Flexible Plate, 3 1/2"" x 2 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;a;A534;gyml;sp;"Flexible Plate, 3 1/2"" x 2 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;;A191;gyml;sp;"Flexible Plate, 4 1/2"" x 2 1/2 """;;;;;;;;;;;;;;;;;;;;;;;;12;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;;A199;gr;sp;"Curv. Plt, U sec., 2 1/2"" x 2 1/2"" x 9/32""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;;A201;bk;sm;"Flexible Gusset Plate, 2 1/2 x 2 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;;A201;gr;sm;"Flexible Gusset Plate, 2 1/2 x 2 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;;A201;rd;sm;"Flexible Gusset Plate, 2 1/2 x 2 1/2""";;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;;A212;;zn;Rod and Strip Connector;;;2;;2;2;2;2;2;6;4;4;10;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
213;c;A409;bk;rb;Flexible Rod Connector ;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;d;A410;;zn;Short Rod Connector;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;d3p;A313;bk;pl;Triang. Rod Connector, with Pinion, 9 mm d., 12 t.;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
213;d3p;A313;gys;pl;Triang. Rod Connector, with Pinion, 9 mm d., 12 t.;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;d3p;A313;or;pl;Triang. Rod Connector, with Pinion, 9 mm d., 12 t.;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;;A215;;zn;"Formed Slot Strip, 3""";;;;2;;;;;;;;;1;;;;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
